产品名称,CPU,CPU型号,CPU主频,最高睿频,操作系统,屏幕尺寸,物理分辨率,屏幕类型,内存容量,内存类型,内存频率,硬盘类型,硬盘容量,显卡类型,显示芯片,显存容量,显存类型,光驱类型,USB3.0,USB2.0,视频接口,音频接口,读卡器,type-c 接口,无线网卡,摄像头,键盘描述,尺寸,预装软件,图片列表,电池,重量,蓝牙,电源适配器,颜色,核心数,显示比例,RJ45(以太网口),杜比音效,扬声器,麦克风,指取设备,型号,USB3.1,其他接口,JBL音响,接口类型,硬盘转速,三级缓存,ThunderBolt 3.0,有线网卡,指纹识别,保修政策,质保时间,质保备注,内存插槽数量,外壳材质A面,摄像头像素,触控屏,增值服务,续航时间,外壳材质D面,内存最大支持容量
小新 潮7000 15.6英寸轻薄笔记本 极光银 81GD000CCD,AMD四核处理器,AMD Ryzen 5 2500U,2.0 GHz,3.6 GHz,Windows 10 家庭中文版,15.6英寸,1920x1080,三边窄全高清IPS屏幕,4GB,DDR4,,机械硬盘+固态硬盘,2T+128G SSD,独立显卡,AMD Radeon™ 540,2GB,GDDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,1*1 AC无线局域网卡,720p HD 摄像头,,厚度19.4mm,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2018/04/07/Sqniq9rdJhQLia6cpmD1ZUk4i-7902.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/04/07/vkkiE0pdEyozCq0Xm2jnh0NCj-7922.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/04/07/Qoejty3T70pdKuP0tnx0iTfPY-7442.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/04/07/00O6Ugc0Xg73lslBGU0CFYtyO-7516.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/07/O14HX4pbwTgFyDkDRdtpO29HY-7341.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/05/28/yFHuQdiF6XemYWxRWpq3ZACzk-3353.w84.jpg']",52.5Wh,1.89Kg,有,100-240V自适应交流电源适配器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 14.0英寸轻薄笔记本 花火银 O2O_81BM0002CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡, NVIDIA GeForce 940MX,2GB,GDDR5,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/03/22/rsLEpJ0tH0V4B6chxZ4Ade5BC-9333.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/22/uvRyLx9wYILSI5eLHCetGF5M7-9397.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/22/7OiIDvc4xlt6wd8QKpSVJSfUn-9387.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/22/RsdtkiwFiFq1aV6ZAe97XGfDS-7033.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/22/R3cDghmUdTVBNWRbqioDJcdeC-7043.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/04/14/nQ7t5WaUpC8eUGWfKdTP5GYa1-6548.w84.jpg']",52.5Wh,1.69Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 13.3英寸轻薄笔记本 花火银 O2O_81BS0009CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,13.3英寸,1920x1080,全高清IPS屏幕,4GB,DDR4,2400Mhz,SSD固态硬盘,256GB,集成显卡,,,,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,有,有,有,720p HD 摄像头,背光键盘,307.4x211x16.9mm,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2017/08/21/6LPIqG2BEte1hfUUvlRBP3uLt-9085.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/08/21/UlCLHQiq04zDv5Ni1rjgHnCaf-8390.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/08/21/bkxPWwa5g5kjUEshe6WWuOHW5-8754.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/08/21/88hG0AIzneDGFOS2QA0Lu7y4X-8387.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/08/21/KH6SRQC4oL2pAVEZ4hvjT266t-8330.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/10/31/fR7nHKgXKTYDwDgZWqoJvNtfG-4256.w84.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 13.3英寸轻薄笔记本 火花金 O2O_81BS0008CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,13.3英寸,1920x1080,全高清IPS屏幕,4GB,DDR4,2400Mhz,SSD固态硬盘,256GB,集成显卡,,,,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,有,有,有,720p HD 摄像头,背光键盘,307.4x211x16.9mm,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2017/08/21/ElgLza5ZD8KcWgj1OH93OEhfk-9276.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/21/E3eiztl3QhHMNm2hXJRi0YOdv-8898.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/21/6EAESLyiapBcjJdjJ6ugSogkk-9308.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/21/r7ld8mMqF1jN5UnevtneoWoEI-8896.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/08/21/8Kd7BhNeNhnaMEHUn8pCYAvVo-8850.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/10/31/q1naNGbgNjWmJci6k5CcqSJZE-3554.w84.jpg']",36Wh,,,100-240V自适应交流电源适配器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 15.6英寸轻薄笔记本 极光银 81GB000KCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,15.6英寸,1920x1080,三边窄全高清IPS屏幕,4GB,DDR4,,机械硬盘+固态硬盘,2T+128G SSD,独立显卡,AMD Radeon™  535,2GB,GDDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,1*1 AC无线局域网卡,720p HD 摄像头,,厚度19.4mm,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2018/04/08/S2kymOSySNcc9L3tfEDuUuikL-2759.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/04/08/o4LDlbd9SZs55Y1drzu4Dyjg4-3201.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/04/08/ocpBhYZbFsujMBaGVYX6XZTGY-3208.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/04/08/w6wJ18DrxPEkCbEPYYvvBRDHu-2869.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/04/08/5FKAn4kZLuwyIVGlNDiM5Qo4g-0216.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/04/08/8oLjIcLTPMHbumjfNvR1qYlZ1-2855.w84.jpg']",52.5Wh,1.89Kg,有,100-240V自适应交流电源适配器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 14.0英寸轻薄笔记本 极光银 81GA0004CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,三边窄全高清IPS屏幕,4GB,DDR4,,SSD固态硬盘,256GB,独立显卡,AMD Radeon™  535,2GB,GDDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,1*1 AC无线局域网卡,720p HD 摄像头,,厚度18.9mm,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2018/04/07/gfeg6Lwyojm4KW6AtldptBflk-8098.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/07/CRJvp5jMlzoNnS5gdEG09Xeyz-8554.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/07/F9EgauYfAPeuqwR74X0ckZjGM-8098.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/04/07/2j6Lu50k6XbKgvBZ0ECSC5hyF-8110.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/04/07/lycA5z5VeYvsiDspVhGPHZVkd-8563.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/04/07/0mRVzuQbbhvfKLsIZM40TfMN7-9271.w84.jpg']",52.5Wh,1.67Kg,有,100-240V自适应交流电源适配器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 14.0英寸轻薄笔记本 火花金 O2O_81BM0000CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡, NVIDIA GeForce 940MX,2GB,GDDR5,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2017/05/12/7nxCnXVXPJznJt3eeSSjlHJRK-3191.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/22/mD20D1cAZoCWYmWjv6nRwItfp-0038.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/12/wPyzpdz2g9z80viPiEVruC7qt-3246.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/05/12/44CnCdlV4t0x2yjGS7yWVQsb4-3614.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/05/12/TtG4hePnLr2vgzk37udKNg2Dg-3616.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/04/14/nQ7t5WaUpC8eUGWfKdTP5GYa1-6548.w84.jpg']",52.5Wh,1.69Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 14.0英寸轻薄笔记本 花火银 80X30003CD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5 GHz,3.1 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,全高清IPS屏幕,4GB,DDR4,,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡, NVIDIA GeForce 940MX,2GB,GDDR5,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,720p HD 摄像头,背光键盘,327.4x236.5x19.3 mm,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/03/22/rHJ2uQvjef2GX1oo4qE0QGjJr-3229.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/22/EonvFQtTL63Ko2LEPwpusQEaD-3251.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/22/j2CDE5leiTXi8vQF9Upy4u88O-3255.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/04/14/3pZAJ807gbMlC3HjMW4AhdZat-2363.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/04/14/lonBNP2ZMJD6DIA7N4eAAnukb-3720.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/04/14/nQ7t5WaUpC8eUGWfKdTP5GYa1-6548.w84.jpg']",52.5Wh,1.69Kg,,,银色,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 15.6英寸轻薄笔记本 极光银 O2O_81GB000KCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,15.6英寸,1920x1080,三边窄全高清IPS屏幕,4GB,DDR4,,机械硬盘+固态硬盘,2T+128G SSD,独立显卡,AMD Radeon™  535,2GB,GDDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,1*1 AC无线局域网卡,720p HD 摄像头,,厚度19.4mm,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/04/08/w6wJ18DrxPEkCbEPYYvvBRDHu-2869.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/08/5FKAn4kZLuwyIVGlNDiM5Qo4g-0216.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/04/08/S2kymOSySNcc9L3tfEDuUuikL-2759.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/04/08/o4LDlbd9SZs55Y1drzu4Dyjg4-3201.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/08/ocpBhYZbFsujMBaGVYX6XZTGY-3208.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/04/08/8oLjIcLTPMHbumjfNvR1qYlZ1-2855.w84.jpg']",52.5Wh,1.89Kg,有,100-240V自适应交流电源适配器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 14.0英寸轻薄笔记本 极光银 O2O_81GA000LCD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8 GHz,4.0 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,三边窄全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,2T+128G SSD,独立显卡,AMD Radeon™  535,2GB,GDDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,1*1 AC无线局域网卡,720p HD 摄像头,,厚度18.9mm,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2018/04/07/F9EgauYfAPeuqwR74X0ckZjGM-8098.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/07/0mRVzuQbbhvfKLsIZM40TfMN7-9271.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/07/2j6Lu50k6XbKgvBZ0ECSC5hyF-8110.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/07/CRJvp5jMlzoNnS5gdEG09Xeyz-8554.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/07/gfeg6Lwyojm4KW6AtldptBflk-8098.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/07/lycA5z5VeYvsiDspVhGPHZVkd-8563.w84.jpg']",52.5Wh,1.67Kg,有,100-240V自适应交流电源适配器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 14.0英寸轻薄笔记本 火花金 80X30007CD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5 GHz,3.1 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,SSD固态硬盘,256GB,集成显卡,,,,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,720p HD 摄像头,背光键盘,327.4x236.5x19.3 mm,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2017/05/12/mFBttgo5ERUPFTyOZKBCGAVD5-7920.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/12/CNA1bFEZmlfwbG32A1uDjAgvc-7889.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/12/9tuRDMEL51DOV9qGdG1fdhrQX-7920.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/12/arzps2FgTE7fWeZNRI8FWcdZB-8144.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/05/12/rVoCgOwmEMclGA1Pz77WA5DUR-8256.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/05/11/WH8vPlTqJEsEaAinSzpM3VKMG-9226.w84.jpg']",30Wh,1.69Kg,,,金色,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 14.0英寸轻薄笔记本 火花金 80X30004CD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7500U,2.7 GHz,3.5 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡, NVIDIA GeForce 940MX,2GB,GDDR5,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,720p HD 摄像头,背光键盘,327.4x236.5x19.3 mm,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2017/05/12/PL5cmVfPYq7AszbHMMpc9eq1j-8780.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/22/KE5i30L9ZMrpBYg5ph6vyQxEX-3331.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/12/MpXpzwpeyDrGO7R5oeoZYJzuh-8799.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/12/hxKu2y17uOUEuj1JtO1QT1aB7-8824.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/12/jqyoUPqf5W1PGz0n2dvl0uub3-9312.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/04/14/nQ7t5WaUpC8eUGWfKdTP5GYa1-6548.w84.jpg']",52.5Wh,1.69Kg,,,火花金,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 14.0英寸轻薄笔记本 极光银 O2O_81GA000GCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,三边窄全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,2T+128G SSD,独立显卡,AMD Radeon™  535,2GB,GDDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,1*1 AC无线局域网卡,720p HD 摄像头,,厚度18.9mm,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/04/07/gfeg6Lwyojm4KW6AtldptBflk-8098.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/07/F9EgauYfAPeuqwR74X0ckZjGM-8098.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/07/lycA5z5VeYvsiDspVhGPHZVkd-8563.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/04/07/2j6Lu50k6XbKgvBZ0ECSC5hyF-8110.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/07/0mRVzuQbbhvfKLsIZM40TfMN7-9271.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/07/CRJvp5jMlzoNnS5gdEG09Xeyz-8554.w84.jpg']",52.5Wh,1.67Kg,有,100-240V自适应交流电源适配器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拯救者 R720-15IKBN 15.6英寸游戏笔记本 黑金 80WW000YCD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7300HQ,2.5GHz,3.5GHz,Windows 10 家庭中文版,15.6英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡,NVIDIA Geforce GTX 1050Ti,4GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,有,有,有,720p HD 摄像头,背光键盘,,,"['//p3.lefile.cn/product/adminweb/2017/10/30/bdi0yNVSO1QegEFa9cv0s0Ejz-4960.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/10/30/U3fvn2T4rkjEniRfOOyL1jOh2-5072.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/10/30/LVtaek2KkyW5ZmpQ6SbfOGPBG-5033.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/10/30/Gtpv5Svm9xEilGtIks1YgUmuP-5444.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/10/30/wQgTYFpl5cKMNAor91oZU8rhW-5569.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/12/12/BYxlKPmOJmpe4JqdcSuPx8JaD-2738.w84.jpg']",,,,100-240V自适应交流电源适配器,,四核,16:9,1个,杜比先进音频,,,,,,,,,,,,,,,,,,,,,,,,
拯救者 R720-15IKBN 15.6英寸游戏笔记本 黑色 80WW000UCD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7700HQ,2.8GHz,3.8GHz,Windows 10 家庭中文版,15.6英寸,1920x1080,FHD全高清屏幕,8GB,DDR4,,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡,NVIDIA Geforce GTX 1050Ti,4GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,有,有,有,720p HD 摄像头,背光键盘,厚度25.8mm,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/06/05/rcZnZWP6irUmwp7g6UhHHcdqc-0928.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/07/30/IhK1gooSgR61G5fG8UUvm9zHs-5369.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/02/04/dwVdF8eVYapKJOv3EyQoddcFF-7858.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/07/30/XZUdwc4rT7u79LHSzeK4DK0Ae-5578.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/02/04/6XwXnpLrHwYeAOpnK2jhiIFWK-9019.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/07/30/C8pLC7I8NPbYuslgENPw6qpTj-5835.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/02/04/A0AjTk5xnnQM1ZuyjLSmemMiA-1926.w84.jpg']",,2.4kg (具体重量依据产品出货配置为准),,100-240V自适应交流电源适配器,,四核,16:9,1个,杜比先进音频,内置扬声器,内置麦克风,触摸板,Lenovo Rescuer R720-15IKB,,,,,,,,,,,,,,,,,,,,
拯救者 Y7000 15.6英寸游戏笔记本 黑色 81FW000DCD,第八代智能英特尔® 酷睿™ i7 处理器,i7-8750H,2.2Ghz,,Windows 10 家庭中文版,15.6英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,2T+128G SSD,独立显卡,NVIDIA Geforce GTX 1050Ti,4GB,GDDR5,,,,HDMI,耳机、麦克风二合一接口,,1个,1*1 AC无线局域网卡,720p HD 摄像头,背光键盘,厚度23.9mm,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/05/25/BqDcneGZgAz7MCti32g7OICyF-8330.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/05/25/QCiFsjwvnA9tr5u1JYqA3DT8A-1987.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/05/25/V4yDACyEw2VNb2QRAWlPNv8N3-4966.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/05/25/LIcGCuQcBFGrTpVGYlQ2dN1c8-8582.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/05/25/rklfd1BMV5qrigNwfrMJcanlM-2318.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/05/17/wCrFqUnVT40mDZMGXrWLM9Mi3-3886.w84.jpg']",52.5Wh,重量2.3Kg,BT4.1,100-240V自适应交流电源适配器,,六核,16:9,1个,,内置扬声器,有,触摸板,,3个,,,,,,,,,,,,,,,,,,,
拯救者 Y7000 15.6英寸游戏笔记本 黑色 81FW0009CD,第八代智能英特尔® 酷睿™ i5 处理器,i5-8300H, 2.3 GHz ,,Windows 10 家庭中文版,15.6英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,2T+128G SSD,独立显卡,NVIDIA Geforce GTX 1050Ti,4GB,GDDR5,无光驱,,,HDMI,耳机、麦克风二合一接口,,1个,1*1 AC无线局域网卡,720p HD 摄像头,背光键盘,厚度23.9mm,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/06/05/GZ681OXN56wlP1LpRw9VQf5Ap-4043.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/05/25/1i76k0E1jffR0WaOo9ARvid8R-3258.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/05/25/VjcdHraUP4fpjhOwfJ1LV0v76-6834.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/05/25/9XS7m6YBCBGMKEsJYFmZgaVEP-0254.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/05/25/3UomabcgPBws4KrjmI5TTE7do-3596.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/05/25/CVD7z8q9hsL8g2xzKfkrSIXbn-6765.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/05/17/7412G4sYaAhhx3ycxLfTAY44y-0020.w84.jpg']",52.5Wh,重量2.3Kg,BT4.1,,,四核,16:9,1个,,内置扬声器,有,触摸板,,3个,,,,,,,,,,,,,,,,,,,
拯救者 R720-15IKBN 15.6英寸游戏笔记本 黑色 80WW000TCD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7300HQ,2.5GHz,3.5GHz,Windows 10 家庭中文版,15.6英寸,1920x1080,FHD全高清屏幕,8GB,DDR4,,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡,NVIDIA Geforce GTX 1050,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,有,有,有,720p HD 摄像头,背光键盘,厚度25.8mm,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2017/07/30/mnGCUG3mZt45NGbAXlntrVTi6-4577.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/02/04/dwVdF8eVYapKJOv3EyQoddcFF-7858.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/07/30/eVwLBZtKeQH8JMZF8BfiMJ1r2-4219.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/02/04/6XwXnpLrHwYeAOpnK2jhiIFWK-9019.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/07/30/HQMMNDmpJFY0CHj9s0On4EAqs-4135.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/02/04/NWwxIpf0VL7UwOuu2Z4ZJ9G4w-4993.w84.jpg']",,2.4kg (具体重量依据产品出货配置为准),,100-240V自适应交流电源适配器,,四核,16:9,1个,杜比先进音频,内置扬声器,内置麦克风,触摸板,Lenovo Rescuer R720-15IKB,,,,,,,,,,,,,,,,,,,,
拯救者 Y7000 15.6英寸游戏笔记本 黑色 81FW0008CD,第八代智能英特尔® 酷睿™ i5 处理器,i5-8300H,2.3 Ghz,,Windows 10 家庭中文版,15.6英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,2T+128G SSD,独立显卡,NVIDIA Geforce GTX 1050,4GB,GDDR5,无光驱,,,HDMI,耳机、麦克风二合一接口,,1个,1*1 AC无线局域网卡,720p HD 摄像头,背光键盘,厚度23.9mm,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/05/25/TUAeTgBKXxoM4hOqxu2ZIbmPy-9321.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/05/25/5JSyHmr3Y1xe5hqjilhYElN5c-2657.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/05/25/0gbXrtL4Kbf1ysDm7wF0ap7cb-9065.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/05/25/9GFhojYmUrJQJUhlBhiGzemyh-2045.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/05/25/vgaX14a01tfGbwOeWYMssbe6C-5436.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/05/17/ZUezS4VKB1bNR0kQRotFp6I2l-8542.w84.jpg']",52.5Wh,重量2.3Kg,BT4.1,,,四核,16:9,1个,,内置扬声器,有,触摸板,,3个,,,,,,,,,,,,,,,,,,,
